,State,County,State_abb,"Population Estimate, 2012","Population Estimate, 2016",%change_Pop_2012_2016,Percent_Change_Groc_Stor_12_16,"SNAP-authorized stores (% change), 2012-16","SNAP-authorized stores/1,000 pop (% change), 2012-16","Fast-food restaurants (% change), 2012-16",percentage_Change_FSerResta_2012 -2016,Fast Food Restaurant,Full Service Restaurant,WIC-authorized stores,SNAPS Autorized Stores,Grocery Stores,Super Centres,Convenient Stores,Specialized Food Stores,SNAPAuthStores(%),SNAP redemptions_SNAP-authorized stores(Dollars per Store),SNAP participants (% pop),Farmer Market(Count),Farmers' _markets_acceptin_g SNAP,Adult Diabetes Rate(%),Adult Obesity(%),No. of Recreation and Fitness Facilities,Population>65 Yrs(%),Poulation<18(%),Median House Hold Income,Poverty Rate(%),Persistent Poverty Counties,Child Poverty Rate(%),Population Loss Counties,PCH_REDEMP_SNAPS_12_16,PCH_SNAP_12_16
2014, North Dakota,McHenry ,ND,5783,5963,3.02,0.0,-7.69,-10.39,0.0,0.0,0,4,3,3.0,3,0,2,0,,,7.2,3,0.0,8.3,31.7,0,20.72,21.85,56351.0,11.1,0,13.0,1.0,,-1.128420978
2015, North Dakota,McIntosh ,ND,2756,2656,-3.77,0.0,0.0,3.58,0.0,0.0,1,5,4,3.0,2,0,1,0,,,7.2,1,0.0,10.6,32.8,0,33.96,18.26,48494.0,12.5,0,16.4,1.0,,-1.128420978
2016, North Dakota,McKenzie ,ND,7963,12621,36.91,0.0,14.75,-27.38,0.0,100.0,1,10,3,5.83,2,0,5,0,,89412.36,7.2,1,0.0,9.5,32.8,0,14.18,26.59,82906.0,8.4,0,10.2,0.0,49.64582435,-1.128420978
2017, North Dakota,McLean ,ND,9384,9729,3.55,50.0,-11.76,-15.57,0.0,-28.57142857,1,10,4,5.0,3,0,10,0,,71692.76,7.2,1,0.0,10.4,33.4,0,21.66,19.72,62480.0,10.0,0,12.0,1.0,8.355495911,-1.128420978
2018, North Dakota,Mercer ,ND,8492,8694,2.32,0.0,-29.41,-31.1,25.0,-11.11111111,5,8,2,6.0,3,0,7,0,,66783.32,7.2,3,0.0,11.9,31.8,3,15.76,21.36,75698.0,7.2,0,7.0,1.0,15.23727894,-1.128420978
2019, North Dakota,Morton ,ND,28084,30809,8.84,-16.67,-8.28,-16.34,50.0,8.333333332999999,15,13,5,12.0,5,0,17,4,,206377.96,7.2,3,0.0,7.9,33.3,4,14.61,23.88,64260.0,7.8,0,10.7,0.0,28.17002801,-1.128420978
2020, North Dakota,Mountrail ,ND,8741,10242,14.66,0.0,39.29,18.78,100.0,14.28571429,6,8,5,9.75,5,0,1,0,,77375.97,7.2,2,0.0,12.6,35.9,2,13.68,23.85,65606.0,11.2,0,14.6,0.0,-54.32450625,-1.128420978
2021, North Dakota,Nelson ,ND,3082,2960,-4.12,25.0,-6.67,-2.88,0.0,0.0,1,3,6,4.67,5,0,4,0,,15369.7,7.2,0,0.0,12.2,31.7,0,27.45,17.91,48196.0,11.6,0,16.5,1.0,-29.05988252,-1.128420978
2022, North Dakota,Oliver ,ND,1837,1870,1.76,0.0,-76.47,-76.87,0.0,,0,2,0,0.33,0,0,1,0,,,7.2,0,0.0,10.9,32.1,1,16.68,22.21,65798.0,10.2,0,17.5,1.0,,-1.128420978
2023, North Dakota,Pembina ,ND,7262,7069,-2.73,0.0,-9.09,-6.49,-80.0,0.0,1,7,6,5.0,5,0,5,0,,54829.24,7.2,3,0.0,12.1,32.1,0,20.09,21.58,58683.0,8.8,0,11.2,1.0,-16.11677656,-1.128420978
2024, North Dakota,Pierce ,ND,4461,4267,-4.55,0.0,89.47,97.91,0.0,-20.0,3,4,1,3.0,1,0,2,0,,,7.2,1,0.0,10.4,34.0,1,23.62,21.53,43419.0,16.1,0,17.3,1.0,,-1.128420978
2025, North Dakota,Ramsey ,ND,11572,11547,-0.22,0.0,-14.29,-14.37,10.0,20.0,11,12,2,10.0,3,0,7,0,,367495.83,7.2,2,0.0,10.2,33.2,2,18.09,21.96,51607.0,12.0,0,16.8,1.0,9.153219764,-1.128420978
2026, North Dakota,Ransom ,ND,5475,5404,-1.31,-50.0,-18.06,-17.45,200.0,-33.33333333,3,4,2,4.92,1,0,4,0,,55016.4,7.2,2,0.0,10.4,33.1,0,19.86,23.47,60122.0,9.1,0,12.3,1.0,8.344193438,-1.128420978
2027, North Dakota,Renville ,ND,2554,2550,-0.16,-50.0,0.0,0.35,100.0,-33.33333333,2,2,1,1.0,1,0,2,0,,,7.2,1,0.0,10.8,31.6,0,20.32,21.62,65651.0,7.6,0,8.1,1.0,,-1.128420978
2028, North Dakota,Richland ,ND,16221,16353,0.81,0.0,-31.86,-32.43,10.0,-30.76923077,11,9,4,6.42,4,1,9,0,,321926.7,7.2,1,0.0,8.4,33.1,1,14.85,22.44,56942.0,10.2,0,11.5,1.0,19.66527548,-1.128420978
2029, North Dakota,Rolette ,ND,14364,14659,2.01,-16.67,-5.58,-7.37,0.0,40.0,6,7,9,15.5,5,0,8,0,,388320.55,7.2,1,0.0,12.9,41.4,1,10.03,33.44,37634.0,25.5,1,31.7,0.0,-10.49972127,-1.128420978
2030, North Dakota,Sargent ,ND,3894,3890,-0.1,0.0,9.09,9.26,-100.0,-60.0,0,2,3,4.0,4,0,4,0,,40939.41,7.2,0,0.0,9.4,34.4,0,18.99,22.77,58626.0,7.8,0,10.4,1.0,,-1.128420978
2031, North Dakota,Sheridan ,ND,1279,1322,3.25,0.0,0.0,-4.24,0.0,-66.66666667,0,1,1,1.0,1,0,1,0,,,7.2,1,0.0,11.5,31.6,0,29.98,15.97,38234.0,17.6,0,18.7,1.0,,-1.128420978
2032, North Dakota,Sioux ,ND,4352,4469,2.62,0.0,0.0,-2.73,-50.0,,1,1,3,4.0,1,0,5,0,,342552.52,7.2,1,0.0,13.3,33.7,0,7.08,36.5,32895.0,40.4,1,45.1,0.0,-24.62567989,-1.128420978
2033, North Dakota,Slope ,ND,761,763,0.26,0.0,,,0.0,0.0,0,2,0,,0,0,1,0,,0.0,7.2,0,0.0,9.3,26.9,0,18.57,20.08,56833.0,9.0,0,9.0,1.0,,-1.128420978
2034, North Dakota,Stark ,ND,26919,31199,13.72,-25.0,2.44,-12.1,23.52941177,30.0,21,26,4,14.0,3,1,18,3,,219997.78,7.2,1,0.0,8.0,29.6,4,16.01,21.43,76844.0,7.5,0,8.0,0.0,1.149518748,-1.128420978
2035, North Dakota,Steele ,ND,2000,1962,-1.94,50.0,-50.0,-49.31,0.0,0.0,0,2,1,1.0,3,0,2,0,,0.0,7.2,0,0.0,11.4,30.2,0,22.33,21.32,61352.0,7.8,0,12.1,1.0,,-1.128420978
2036, North Dakota,Stutsman ,ND,20983,21128,0.69,0.0,0.0,-0.92,46.15384615,-5.263157895,19,18,4,13.5,3,1,9,1,,196447.66,7.2,3,0.0,8.8,33.0,4,17.15,20.53,54925.0,11.4,0,14.2,1.0,-24.2109656,-1.128420978
2037, North Dakota,Towner ,ND,2326,2263,-2.78,0.0,-33.33,-31.71,0.0,66.66666667,1,5,1,2.0,0,0,2,2,,0.0,7.2,1,0.0,11.2,30.1,0,24.58,19.23,51561.0,10.4,0,15.2,1.0,,-1.128420978
2038, North Dakota,Traill ,ND,8070,8030,-0.5,16.67,-5.56,-5.06,40.0,-66.66666667,7,2,3,5.67,7,0,8,0,,45108.07,7.2,0,0.0,8.5,32.8,0,18.73,22.29,54814.0,9.5,0,9.7,1.0,-36.46618682,-1.128420978
2039, North Dakota,Walsh ,ND,11065,10904,-1.48,-42.86,-8.96,-7.77,-40.0,-23.07692308,3,10,5,10.17,4,0,5,1,,93255.37,7.2,0,0.0,9.5,32.2,3,20.12,22.19,51749.0,10.8,0,13.3,1.0,-13.04749541,-1.128420978
2040, North Dakota,Ward ,ND,65554,70210,6.63,0.0,4.64,-3.42,41.17647059,9.302325581,48,47,12,28.17,9,1,27,9,,270928.79,7.2,4,1.0,7.8,30.8,6,13.01,23.51,61170.0,8.4,0,9.6,0.0,-4.654975028,-1.128420978
2041, North Dakota,Wells ,ND,4266,4098,-4.1,0.0,-20.0,-16.62,0.0,0.0,3,9,3,4.0,6,0,4,0,,86895.66,7.2,1,0.0,10.9,33.5,0,29.02,18.16,51857.0,10.4,0,11.7,1.0,-17.60895897,-1.128420978
2042, North Dakota,Williams ,ND,26741,34337,22.12,-20.0,61.65,25.69,47.36842105,90.90909091,28,21,5,17.92,4,1,19,1,,201091.02,7.2,3,0.0,8.3,35.3,6,14.86,23.06,89860.0,7.8,0,9.3,0.0,-36.95327935,-1.128420978
2043, Ohio,Adams ,OH,28358,27907,-1.62,-20.0,-9.93,-8.5,7.142857143,-20.0,15,8,9,31.75,4,1,20,2,,216148.35,13.79,0,0.0,11.4,31.1,0,14.82,24.99,36609.0,21.3,0,29.3,0.0,-13.82620146,-1.820510791
2044, Ohio,Allen ,OH,105295,103742,-1.5,0.0,23.48,25.14,-1.98019802,5.660377358,99,56,18,94.67,14,4,46,4,,224130.51,13.79,6,0.0,13.0,35.4,10,14.76,23.93,49297.0,15.5,0,23.4,1.0,-44.44006529,-1.820510791
2045, Ohio,Ashland ,OH,53247,53652,0.75,30.0,5.98,4.61,19.23076923,0.0,31,27,11,38.42,13,1,23,1,,153018.7,13.79,2,1.0,11.6,27.9,4,15.84,23.85,48338.0,14.1,0,20.1,0.0,-36.32396426,-1.820510791
2046, Ohio,Ashtabula ,OH,100251,98231,-2.06,-21.05,10.93,13.37,17.80821918,6.756756757000001,86,79,18,98.08,15,2,51,6,,257617.99,13.79,7,0.0,13.3,33.5,7,15.64,23.65,44258.0,18.6,0,28.6,0.0,-21.76207267,-1.820510791
2047, Ohio,Athens ,OH,64605,66186,2.39,-8.33,2.38,-0.53,-4.838709677,-6.451612902999999,59,29,16,50.25,11,1,28,2,,295800.44,13.79,2,2.0,11.1,28.3,1,10.1,15.83,38400.0,31.5,1,29.1,0.0,-22.77928763,-1.820510791
2048, Ohio,Auglaize ,OH,45869,45894,0.05,-50.0,30.43,30.26,-10.52631579,-3.8461538460000004,34,25,9,30.0,6,1,19,4,,127718.57,13.79,2,0.0,11.1,34.7,6,15.37,25.39,58840.0,8.7,0,11.5,0.0,-53.21706196,-1.820510791
2049, Ohio,Belmont ,OH,69612,68673,-1.37,11.76,2.5,3.99,5.882352941000001,2.857142857,54,36,18,58.17,19,2,42,3,,234329.44,13.79,4,2.0,15.1,33.5,9,17.64,19.68,45675.0,14.6,0,21.1,0.0,-26.5620783,-1.820510791
2050, Ohio,Brown ,OH,44392,43759,-1.45,14.29,-4.78,-3.43,-10.71428571,-15.38461539,25,22,10,41.5,8,0,23,1,,170125.73,13.79,4,4.0,13.6,33.7,0,14.42,24.61,47202.0,14.9,0,23.6,0.0,-31.45113911,-1.820510791
2051, Ohio,Butler ,OH,370651,377537,1.82,-20.37,6.43,4.47,12.86307054,8.0,272,216,30,260.75,43,7,135,15,,193853.94,13.79,5,2.0,12.0,32.8,39,11.54,25.16,58954.0,14.4,0,18.3,0.0,-33.48252671,-1.820510791
2052, Ohio,Carroll ,OH,28587,27669,-3.32,-25.0,-4.73,-1.57,-11.76470588,-7.692307692000001,15,12,4,23.5,3,0,8,4,,93749.71,13.79,2,1.0,12.7,34.7,1,16.66,23.02,52166.0,13.0,0,20.0,0.0,-30.48711895,-1.820510791
2053, Ohio,Champaign ,OH,39574,38747,-2.13,25.0,-1.89,0.18,-9.523809523999999,-30.0,19,14,5,26.0,10,1,12,2,,167172.38,13.79,3,0.0,13.2,37.0,3,14.36,25.04,58837.0,10.8,0,16.2,0.0,-24.94154163,-1.820510791
2054, Ohio,Clark ,OH,137172,134786,-1.77,-17.39,3.21,5.07,20.19230769,8.163265306,125,53,19,112.42,19,3,56,8,,301408.24,13.79,2,2.0,12.9,31.5,11,16.21,23.6,47651.0,15.1,0,25.1,1.0,-25.5594493,-1.820510791
2055, Ohio,Clermont ,OH,199195,203022,1.89,23.81,10.91,8.76,11.86440678,1.9417475730000002,132,105,21,133.83,26,7,77,11,,170998.69,13.79,3,1.0,11.7,30.3,17,11.78,25.63,62214.0,9.5,0,13.5,0.0,-38.217804799999996,-1.820510791
2056, Ohio,Clinton ,OH,41828,41902,0.18,-20.0,13.77,13.73,-3.125,5.0,31,21,12,34.42,8,1,16,4,,259955.53,13.79,1,1.0,11.7,34.3,3,13.52,24.41,47055.0,13.6,0,21.1,0.0,-38.93378838,-1.820510791
2057, Ohio,Columbiana ,OH,106417,103685,-2.63,-15.79,-2.17,0.49,2.702702703,-9.259259259,76,49,18,90.25,16,2,48,5,,233845.03,13.79,0,,12.5,33.0,7,16.5,21.87,42301.0,14.7,0,22.3,0.0,-24.12106725,-1.820510791
2058, Ohio,Coshocton ,OH,36818,36602,-0.59,33.33,2.43,2.93,5.0,-22.22222222,21,14,9,24.58,8,1,14,1,,334188.24,13.79,2,0.0,14.6,34.3,2,16.24,24.06,41643.0,15.1,0,23.4,0.0,-20.18875457,-1.820510791
2059, Ohio,Crawford ,OH,42828,42083,-1.77,-12.5,25.21,27.49,-2.9411764710000003,-13.63636364,33,19,8,36.42,7,1,21,2,,190029.95,13.79,2,0.0,13.3,32.0,5,17.81,23.14,41471.0,16.5,0,24.4,1.0,-42.62954881,-1.820510791
2060, Ohio,Cuyahoga ,OH,1265611,1249352,-1.3,-7.26,6.03,7.36,6.268081003,8.220720721000001,1102,961,219,1159.5,294,11,554,127,,303459.87,13.79,31,19.0,12.0,30.0,133,15.51,22.67,45506.0,18.2,0,26.2,1.0,-20.90334926,-1.820510791
2061, Ohio,Darke ,OH,52496,51778,-1.39,37.5,-7.72,-6.42,-6.451612902999999,-7.692307692000001,29,24,9,19.92,11,1,19,3,,221790.37,13.79,1,0.0,12.8,32.3,5,16.86,24.95,51131.0,9.6,0,15.2,1.0,-38.6154538,-1.820510791
2062, Ohio,Defiance ,OH,38829,38158,-1.76,0.0,1.59,2.97,12.5,28.57142857,27,36,8,26.67,5,2,18,4,,241643.79,13.79,3,0.0,11.6,32.9,1,15.0,24.6,53936.0,10.2,0,16.2,0.0,-33.76552366,-1.820510791
2063, Ohio,Delaware ,OH,181128,196463,7.81,0.0,13.47,4.57,10.66666667,14.17322835,166,145,18,69.5,17,5,41,9,,162638.36,13.79,5,0.0,9.2,28.1,24,9.48,28.99,97679.0,4.4,0,4.7,0.0,-39.68402953,-1.820510791
2064, Ohio,Erie ,OH,76455,75107,-1.79,-8.33,9.21,11.09,0.0,-1.25,78,79,13,55.33,11,3,43,7,,259874.05,13.79,1,0.0,11.1,35.4,13,17.26,22.24,48129.0,12.7,0,22.3,0.0,-34.23359895,-1.820510791
2065, Ohio,Fairfield ,OH,147500,152597,3.34,-12.5,22.19,18.09,20.73170732,24.28571429,99,87,14,73.42,14,5,42,4,,424717.93,13.79,3,1.0,11.1,32.6,14,12.37,26.28,61450.0,9.1,0,12.4,0.0,-37.57509677,-1.820510791
2066, Ohio,Fayette ,OH,28838,28676,-0.56,-22.22,28.67,29.58,-3.03030303,6.25,32,17,9,31.42,7,1,18,4,,246105.89,13.79,1,1.0,13.0,33.4,3,14.97,24.67,45068.0,16.3,0,26.2,0.0,-39.19326865,-1.820510791
2067, Ohio,Franklin ,OH,1197640,1264518,5.29,11.81,9.82,3.82,5.52907531,14.08450704,1107,810,197,984.58,265,18,450,72,,290743.87,13.79,29,10.0,9.9,29.7,134,9.95,23.94,53939.0,17.1,0,24.5,0.0,-28.49446506,-1.820510791
2068, Ohio,Fulton ,OH,42452,42514,0.15,16.67,-2.12,-2.12,0.0,7.142857143,25,30,8,30.83,7,1,20,5,,126662.47,13.79,2,0.0,13.4,36.7,3,14.05,25.78,58782.0,8.5,0,12.4,0.0,-28.8013814,-1.820510791
2069, Ohio,Gallia ,OH,30843,30015,-2.76,-16.67,8.33,10.83,24.0,-12.5,31,7,7,40.08,5,1,18,3,,299166.38,13.79,2,0.0,14.5,32.3,0,15.97,23.77,38738.0,21.7,0,32.4,0.0,-18.46796566,-1.820510791
2070, Ohio,Geauga ,OH,93862,94060,0.21,33.33,15.61,15.15,3.571428571,-8.955223881,58,61,16,48.75,12,2,32,9,,147045.43,13.79,2,1.0,11.8,27.0,13,15.5,25.95,76315.0,6.7,0,8.8,0.0,-32.14841609,-1.820510791
2071, Ohio,Greene ,OH,164421,164765,0.21,-30.43,13.22,12.42,6.451612902999999,-2.0,132,98,19,92.75,16,5,49,3,,231079.77,13.79,13,0.0,10.5,31.3,16,13.61,21.74,61250.0,12.7,0,16.2,0.0,-31.12900714,-1.820510791
2072, Ohio,Guernsey ,OH,39836,39063,-1.98,9.09,18.64,20.93,5.555555556,20.0,38,24,10,45.08,12,2,25,0,,180448.84,13.79,2,0.0,12.6,36.4,2,16.03,23.99,41630.0,18.6,0,28.7,0.0,-45.26223944,-1.820510791
2073, Ohio,Hamilton ,OH,802326,809099,0.84,3.13,2.31,1.42,11.63934426,12.13114754,681,684,77,689.5,165,14,330,81,,261755.87,13.79,15,7.0,11.0,29.2,110,13.32,23.63,51070.0,16.6,0,23.1,1.0,-25.52795525,-1.820510791
2074, Ohio,Hancock ,OH,75638,75872,0.31,0.0,12.3,12.01,5.084745763,-4.838709677,62,59,9,47.92,11,3,29,8,,210095.15,13.79,3,0.0,11.5,31.4,7,14.27,23.57,55265.0,10.6,0,14.6,0.0,-37.67183942,-1.820510791
2075, Ohio,Hardin ,OH,31639,31474,-0.52,50.0,3.09,3.59,11.11111111,23.07692308,20,16,5,25.0,6,1,17,2,,156723.36,13.79,2,0.0,9.6,35.2,2,13.42,23.58,44101.0,16.5,0,21.2,0.0,-23.39976053,-1.820510791
2076, Ohio,Harrison ,OH,15703,15307,-2.59,-33.33,10.22,13.15,-22.22222222,27.27272727,7,14,7,17.08,4,0,5,0,,87044.94,13.79,1,0.0,13.2,30.3,0,18.15,21.89,44221.0,15.5,0,24.3,0.0,-29.20326774,-1.820510791
2077, Ohio,Henry ,OH,28074,27629,-1.61,-20.0,-5.31,-3.89,26.66666667,5.263157895,19,20,8,16.33,4,1,14,0,,105782.15,13.79,0,,11.8,29.2,2,15.41,25.14,56986.0,9.4,0,13.9,0.0,-41.004794399999994,-1.820510791
2078, Ohio,Highland ,OH,43034,43029,-0.01,33.33,-2.38,-2.45,0.0,17.64705882,27,20,13,44.5,8,1,25,0,,230641.24,13.79,4,1.0,11.0,32.1,3,15.18,25.45,41494.0,17.9,0,27.6,0.0,-26.51941164,-1.820510791
2079, Ohio,Hocking ,OH,29304,28340,-3.4,-42.86,0.0,3.29,58.33333333,-5.555555556,19,17,5,18.92,4,1,12,2,,395816.2,13.79,0,,14.6,37.5,1,15.29,23.84,43598.0,15.7,0,23.8,0.0,-15.47051029,-1.820510791
2080, Ohio,Holmes ,OH,43138,43936,1.82,33.33,-4.21,-6.19,16.66666667,0.0,14,16,6,17.08,12,1,13,8,,117404.84,13.79,7,0.0,10.3,31.2,1,11.33,34.25,53540.0,10.8,0,15.7,0.0,-33.13929136,-1.820510791
2081, Ohio,Huron ,OH,59243,58439,-1.38,-33.33,21.35,23.09,-5.882352941000001,4.347826087,48,24,15,45.0,10,1,30,2,,196902.33,13.79,2,0.0,12.8,33.3,3,13.56,26.28,48838.0,13.1,0,20.7,0.0,-42.08520417,-1.820510791
2082, Ohio,Jackson ,OH,32909,32505,-1.24,0.0,25.0,26.73,9.090909091,-35.29411765,24,11,7,43.33,9,1,22,1,,275562.95,13.79,0,,14.2,37.4,3,14.12,24.54,42828.0,20.4,0,29.2,0.0,-34.929528000000005,-1.820510791
2083, Ohio,Jefferson ,OH,68336,66704,-2.45,-31.82,2.17,4.75,0.0,-6.12244898,47,46,8,62.75,15,1,22,2,,301738.25,13.79,3,0.0,15.4,36.6,4,18.3,20.16,43306.0,17.8,0,28.5,1.0,-4.003948265,-1.820510791
2084, Ohio,Knox ,OH,60790,60814,0.04,-8.33,14.22,14.01,21.21212121,-15.625,40,27,7,38.83,11,1,18,2,,213141.72,13.79,3,0.0,11.0,27.6,1,14.75,24.13,50914.0,14.8,0,19.9,0.0,-43.29498585,-1.820510791
2085, Ohio,Lake ,OH,229409,228614,-0.35,0.0,25.93,26.46,-11.33004926,-2.209944751,180,177,32,167.17,38,4,104,14,,233376.36,13.79,8,1.0,11.2,26.7,21,16.07,22.18,60782.0,8.3,0,12.6,0.0,-35.31343409,-1.820510791
2086, Ohio,Lawrence ,OH,62114,60872,-2.04,0.0,18.57,20.98,0.0,-15.0,38,17,10,52.67,11,2,27,1,,332369.54,13.79,0,,15.7,38.8,4,15.56,23.46,39698.0,21.0,0,30.1,0.0,-33.94466689,-1.820510791
2087, Ohio,Licking ,OH,167765,172198,2.57,-16.67,41.34,37.51,-0.8196721309999999,21.05263158,121,92,21,114.25,20,2,63,4,,236014.84,13.79,7,3.0,11.0,31.4,16,13.27,24.7,59119.0,12.6,0,17.4,0.0,-45.89399114,-1.820510791
2088, Ohio,Logan ,OH,45444,45165,-0.62,-20.0,15.56,16.35,0.0,3.8461538460000004,36,27,11,37.75,12,1,12,2,,190205.39,13.79,1,1.0,13.4,34.3,2,14.74,25.34,49690.0,10.9,0,17.3,0.0,-39.6454771,-1.820510791
2089, Ohio,Lorain ,OH,301689,306365,1.53,0.0,14.56,12.74,-11.05769231,-2.48447205,185,157,52,230.75,53,7,111,9,,252537.54,13.79,5,2.0,11.5,29.2,24,14.31,23.92,52779.0,13.5,0,20.9,0.0,-29.15031417,-1.820510791
2090, Ohio,Lucas ,OH,437135,432488,-1.07,1.43,3.09,4.41,6.571428571,-1.1661807579999999,373,339,58,427.58,71,10,178,27,,305883.28,13.79,4,3.0,12.3,34.2,46,13.08,24.02,43136.0,19.5,0,28.9,1.0,-20.58288933,-1.820510791
2091, Ohio,Madison ,OH,42968,43419,1.04,-16.67,-2.5,-3.32,-8.333333332999999,-6.25,22,15,7,29.25,5,1,14,3,,144085.18,13.79,3,0.0,10.7,29.6,1,12.41,22.58,63736.0,9.3,0,14.0,0.0,-33.17935315,-1.820510791
2092, Ohio,Mahoning ,OH,235777,230008,-2.51,-23.64,4.17,6.5,16.184971100000002,-3.529411765,201,164,37,206.08,42,3,90,18,,310762.24,13.79,5,2.0,12.5,31.3,21,17.88,21.5,42443.0,16.8,0,26.8,1.0,-9.720019201,-1.820510791
2093, Ohio,Marion ,OH,66229,65096,-1.74,0.0,18.62,20.7,-4.347826087,-3.8461538460000004,44,25,11,51.5,12,2,23,2,,325308.76,13.79,1,0.0,12.9,35.8,6,14.24,22.15,43529.0,18.2,0,27.7,0.0,-30.63306368,-1.820510791
2094, Ohio,Medina ,OH,173669,177221,2.0,0.0,26.08,23.57,19.19191919,3.296703297,118,94,24,99.5,21,2,60,6,,156871.18,13.79,6,0.0,9.6,29.1,22,13.11,25.38,70576.0,7.0,0,8.8,0.0,-41.88034709,-1.820510791
2095, Ohio,Meigs ,OH,23602,23125,-2.06,-33.33,-12.29,-10.52,14.28571429,-28.57142857,16,5,5,26.17,2,0,16,0,,151828.97,13.79,0,,16.7,34.3,0,15.67,22.78,38479.0,22.8,0,31.3,0.0,-6.1650496829999994,-1.820510791
2096, Ohio,Mercer ,OH,40850,40909,0.14,0.0,44.0,43.88,4.0,22.58064516,26,38,9,21.0,7,1,18,3,,139389.45,13.79,1,0.0,11.0,27.9,2,15.45,26.4,56124.0,7.8,0,10.6,0.0,-56.06713342,-1.820510791
2097, Ohio,Miami ,OH,103103,104679,1.51,0.0,23.43,21.52,0.0,18.51851852,78,64,11,55.75,10,3,39,6,,181056.37,13.79,6,0.0,12.8,34.1,15,15.35,24.16,51685.0,10.7,0,14.0,0.0,-34.49779287,-1.820510791
2098, Ohio,Monroe ,OH,14578,14210,-2.59,-50.0,29.08,32.16,0.0,50.0,6,9,7,15.17,1,0,13,1,,95066.1,13.79,0,,14.9,36.8,1,19.38,21.49,41754.0,18.3,0,24.4,1.0,-41.25663831,-1.820510791
2099, Ohio,Montgomery ,OH,534692,531239,-0.65,5.0,12.17,12.82,9.403669725,3.821656051,477,326,56,414.0,84,12,210,31,,281754.94,13.79,12,3.0,13.0,33.3,67,15.14,23.04,46696.0,17.7,0,27.0,1.0,-35.07406472,-1.820510791
2100, Ohio,Morgan ,OH,14966,14804,-1.09,0.0,-23.81,-23.26,0.0,-33.33333333,2,6,5,10.67,2,0,5,0,,198767.24,13.79,2,0.0,14.8,36.7,1,17.34,23.38,39969.0,19.0,0,29.1,0.0,3.8568500230000002,-1.820510791
2101, Ohio,Morrow ,OH,34972,35036,0.18,-14.29,6.81,6.51,7.692307692000001,-33.33333333,14,6,6,20.92,6,0,12,0,,153505.67,13.79,2,0.0,12.2,36.9,2,13.44,25.82,52312.0,11.3,0,19.4,0.0,-37.27524766,-1.820510791
2102, Ohio,Muskingum ,OH,85872,86068,0.23,6.67,6.16,6.01,-12.32876712,13.63636364,64,50,19,87.67,16,3,47,4,,307022.8,13.79,3,0.0,12.9,31.2,5,15.32,23.99,43324.0,16.5,0,26.7,0.0,-27.03454676,-1.820510791
2103, Ohio,Noble ,OH,14583,14294,-2.02,0.0,5.1,7.2,-11.11111111,-16.66666667,8,5,3,8.58,4,0,5,0,,129736.05,13.79,0,,14.0,33.5,1,20.77,19.1,47714.0,15.0,0,17.8,0.0,-16.56785613,-1.820510791
2104, Ohio,Ottawa ,OH,41307,40636,-1.65,-18.18,7.21,9.07,0.0,26.41509434,36,67,7,27.25,9,1,19,5,,126687.12,13.79,1,0.0,11.1,30.6,2,18.99,20.75,58793.0,9.7,0,15.3,0.0,-29.88733247,-1.820510791
2105, Ohio,Paulding ,OH,19270,18865,-2.15,0.0,4.37,6.75,-9.090909091,-25.0,10,6,5,15.92,5,0,9,1,,63950.48,13.79,0,,12.4,29.9,0,14.82,25.18,49796.0,10.9,0,17.3,1.0,-43.56326223,-1.820510791
2106, Ohio,Perry ,OH,35991,35927,-0.18,0.0,14.66,14.94,17.64705882,7.692307692000001,20,14,8,32.58,8,0,16,1,,190233.72,13.79,3,1.0,13.1,36.3,3,12.92,26.16,44738.0,18.8,0,25.9,0.0,-33.7359049,-1.820510791
2107, Ohio,Pickaway ,OH,56326,57565,2.15,-11.11,22.64,20.15,28.57142857,0.0,36,17,14,41.08,8,1,19,0,,238335.86,13.79,1,0.0,12.4,34.0,1,12.85,23.62,58472.0,12.4,0,17.6,0.0,-52.34384146,-1.820510791
2108, Ohio,Pike ,OH,28486,28160,-1.16,0.0,18.44,19.79,0.0,-13.33333333,19,13,10,38.0,3,1,20,0,,275056.45,13.79,4,0.0,13.6,35.8,1,14.67,24.8,39851.0,21.4,0,33.3,0.0,-25.14566335,-1.820510791
2109, Ohio,Portage ,OH,161427,161921,0.31,-15.0,9.37,9.05,9.734513274,17.56756757,124,87,22,100.17,17,4,53,9,,197020.92,13.79,4,2.0,9.1,29.0,11,12.9,20.86,53609.0,13.6,0,16.1,0.0,-34.22603372,-1.820510791
2110, Ohio,Preble ,OH,41880,41247,-1.53,25.0,14.77,16.54,-4.347826087,-23.80952381,22,16,7,28.5,5,1,15,1,,147349.12,13.79,2,0.0,12.6,29.3,1,15.21,24.22,51042.0,12.7,0,18.9,0.0,-41.75822425,-1.820510791
2111, Ohio,Putnam ,OH,34189,34056,-0.39,-28.57,-18.62,-18.28,4.7619047619999995,-10.0,22,18,5,12.75,5,1,13,3,,135290.06,13.79,1,0.0,9.9,35.2,1,14.29,26.67,60036.0,7.2,0,8.7,0.0,-16.69264769,-1.820510791
2112, Ohio,Richland ,OH,122590,121107,-1.22,-4.35,16.11,17.62,-4.0,-18.75,96,65,23,111.08,22,4,49,7,,268237.66,13.79,7,2.0,11.9,32.8,10,16.28,22.51,45273.0,15.1,0,23.4,0.0,-32.95462932,-1.820510791
