,FIPS,State,County,"SNAP-authorized stores (% change), 2012-16","SNAP-authorized stores/1,000 pop (% change), 2012-16"
3114,55131,WI,Washington,-1.9,-3.1
3115,55133,WI,Waukesha,14.87,13.1
3116,55135,WI,Waupaca,15.27,16.61
3117,55137,WI,Waushara,20.0,21.48
3118,55139,WI,Winnebago,19.39,18.62
3119,55141,WI,Wood,60.05,62.94
3120,56001,WY,Albany,12.5,9.62
3121,56003,WY,Big Horn,-3.45,-5.15
3122,56005,WY,Campbell,32.75,30.22
3123,56007,WY,Carbon,26.32,26.7
3124,56009,WY,Converse,19.48,17.94
3125,56011,WY,Crook,-28.33,-31.3
3126,56013,WY,Fremont,14.68,17.15
3127,56015,WY,Goshen,71.43,74.58
3128,56017,WY,Hot Springs,9.09,12.42
3129,56019,WY,Johnson,2.13,3.68
3130,56021,WY,Laramie,9.73,5.65
3131,56023,WY,Lincoln,12.0,5.27
3132,56025,WY,Natrona,1.57,-1.46
3133,56027,WY,Niobrara,200.0,197.1
3134,56029,WY,Park,-2.29,-4.45
3135,56031,WY,Platte,44.62,45.88
3136,56033,WY,Sheridan,12.5,10.25
3137,56035,WY,Sublette,172.41,189.12
3138,56037,WY,Sweetwater,28.76,31.97
3139,56039,WY,Teton,71.43,60.22
3140,56041,WY,Uinta,23.57,25.07
3141,56043,WY,Washakie,11.76,14.87
3142,56045,WY,Weston,27.71,24.99
